Customer Group,Customer,Address,Warehouse,Order Date,Due Date,Days Til Due,Order Number,Ln,Cust Ref,Product,Description,Ordered Qty,Ordered $AUD,Sales Price,Qty In Despatch,Qty Despatched,Invoiced Qty,Outstanding Qty,Outstanding $AUD
4 STEEL SUPPLIES (3-4STEEL),4 STEEL SUPPLIES (MC0001),4 STEEL SUPPLIES (DEFAULT),M1,2025-11-12 00:00:00,2025-11-20 00:00:00,-31,226675  ,2,3372                ,SMF24120507504G,50x75x2400x1200x4mm Ind Mesh IMG4-23-2412,50,1194.5,23.89,0,0,0,50,1194.5
4 STEEL SUPPLIES (3-4STEEL),4 STEEL SUPPLIES (MC0001),4 STEEL SUPPLIES (DEFAULT),M1,2025-11-12 00:00:00,2025-11-20 00:00:00,-31,226675  ,3,3372                ,SMF30240505004G,50x50x3000x2400x4mm Weld Mesh IMG4-22-3024,50,3151,63.02,0,0,0,50,3151
ASW CASH (3-ASWCA),ASW CASH (MC0000),ASW CASH (INVOICE),M1,2025-10-05 00:00:00,2025-10-10 00:00:00,-72,225374  ,2,MANJIMUP SPEEDWAY   ,SMF3H51245050G ,50X50X5100X2400X3.15MM GAL IND MESH ,180,19431,107.95,0,0,0,180,19431
ASW CASH (3-ASWCA),ASW CASH (MC0000),ASW CASH (INVOICE),M1,2025-12-03 00:00:00,2025-12-09 00:00:00,-12,227388  ,1,WESTKON 2531        ,T120X100M126060,TG120-12/60/60-10.0M ,400,24920,62.3,0,0,0,400,24920
ASW CASH (3-ASWCA),ASW CASH (MC0000),ASW CASH (INVOICE),M1,2025-12-03 00:00:00,2025-12-09 00:00:00,-12,227388  ,2,WESTKON 2531        ,T120X130M126060,TG120-12/60/60-13.0M ,62,5021.38,80.99,0,0,0,62,5021.38
ASW CASH (3-ASWCA),ASW CASH (MC0000),ASW CASH (INVOICE),Un,2025-12-03 00:00:00,2025-12-09 00:00:00,-12,227388  ,3,WESTKON 2531        ,4ASWMISC       ,ASW MISCELLANEOUS SALES ,1,1500,1500,0,0,0,1,1500
ASW CASH (3-ASWCA),ASW CASH (MC0000),ASW CASH (INVOICE),Un,2025-12-03 00:00:00,2025-12-09 00:00:00,-12,227388  ,4,WESTKON 2531        ,4FREIGHT       ,Freight Out Charge ,1,7084,7084,0,0,0,1,7084
ASW CASH (3-ASWCA),ASW CASH (MC0000),ASW CASH (INVOICE),M1,2025-12-08 00:00:00,2025-12-10 00:00:00,-11,227556  ,1,AMH FAB 8.12.25     ,SMF3H30242525G ,25x25x3000x2400x3.15 Ind Mesh IMG3H-11-3024,50,5264.5,105.29,0,0,0,50,5264.5
ASW CASH (3-ASWCA),ASW CASH (MC0000),ASW CASH (INVOICE),M1,2025-12-08 00:00:00,2025-12-10 00:00:00,-11,227556  ,2,AMH FAB 8.12.25     ,SMF3H24122525G ,25x25x2400x1200x3.15mm Ind Mes IMG3H-11-2412,12,396,33,0,0,0,12,396
ASW CASH (3-ASWCA),ASW CASH (MC0000),ASW CASH (INVOICE),M1,2025-12-19 00:00:00,2025-12-23 00:00:00,2,227880  ,1,RENEE HOPE          ,SYARD601110155G,100x150x6000x1100x5 Sheepyard IMG5-46-6011,8,593.2,74.15,0,0,0,8,593.2
ASW CASH (3-ASWCA),ASW CASH (MC0000),ASW CASH (INVOICE),Un,2025-12-19 00:00:00,2025-12-23 00:00:00,2,227880  ,2,RENEE HOPE          ,4FREIGHT       ,Freight Out Charge ,1,185,185,0,0,0,1,185
ATF SERVICES PTY LTD (3-ATFSER),ATF SERVICES PTY LTD (MC0014),ATF Services Sydney (SYDNEY),M2,2025-10-22 00:00:00,2026-01-19 00:00:00,29,225978  ,1,191135 SYDNEY       ,SMF2516757503G ,MESH 2.5MX1.6M 75X75 APT 3.15MM WIRE - GAL IMG3H-33-2516,3400,56100,16.5,0,0,0,3400,56100
BITS OF STEEL SUPPLIES PTY LTD (3-BITSOS),BITS OF STEEL SUPPLIES PTY LTD (MC0024),BITS OF STEEL SUPPLIES PTY LTD (INVOICE),M2,2025-11-04 00:00:00,2025-11-06 00:00:00,-45,226429  ,1,00043606            ,SMF2H241202525G,25x25x2400x1200x2.5mm Ind Mesh IMG2H-11-2412,25,574.75,22.99,0,0,0,25,574.75
BLUESCOPE (3-BLUESC),BLUESCOPE ALBANY (MC0025),BLUESCOPE ALBANY (INVOICE),M1,2025-12-10 00:00:00,2026-01-15 00:00:00,25,227645  ,1,4203831195          ,SL41           ,SL 41 Square Mesh 6X2.4 R500SL41,200,13390,66.95,0,0,0,200,13390
BLUESCOPE (3-BLUESC),BLUESCOPE ALBANY (MC0025),BLUESCOPE ALBANY (INVOICE),M1,2025-12-10 00:00:00,2026-01-15 00:00:00,25,227645  ,2,4203831195          ,CCP30241010056G,100x100x3000x2400x5.6 Ind Mesh P IMG5H-44-3024_JEN,25,1780,71.2,0,0,0,25,1780
BLUESCOPE (3-BLUESC),BLUESCOPE DISTRIBUTION (MC0026),BLUESCOPE DISTRIBUTION (INVOICE),M2,2025-10-22 00:00:00,2025-10-28 00:00:00,-54,225951  ,1,4203818087          ,SMF29110102005G,100x200x2.9x1.1x 5mm Weld mesh IMG5-48-2911,50,1199.5,23.99,0,0,0,50,1199.5
BLUESCOPE (3-BLUESC),BLUESCOPE DISTRIBUTION (MC0026),BLUESCOPE DISTRIBUTION (INVOICE),Un,2025-10-22 00:00:00,2025-10-28 00:00:00,-54,225951  ,2,4203818087          ,4FREIGHT       ,Freight Out Charge ,1,150,150,0,0,0,1,150
CIVILMART (NAVAL BASE CONCRETE (3-CIVILM),CIVILMART (NAVAL BASE CONCRETE) (MC0037),CIVILMART (NAVAL BASE CONCRETE) (INVOICE),M1,2025-12-15 00:00:00,2026-01-09 00:00:00,19,227748  ,1,549163              ,CW500L5        ,5.0mm Bright Wire In Coils R500L5.0-Coils,24,33600,1400,0,0,0,24,33600
DI CANDILO STEEL CITY (3-DICANS),DI CANDILO STEEL CITY (MC0042),DI CANDILLO STEEL CITY (INVOICE),M1,2025-12-08 00:00:00,2025-12-09 00:00:00,-12,227528  ,1,PO284520            ,SMF30240505004G,50x50x3000x2400x4mm Weld Mesh IMG4-22-3024,100,6302,63.02,0,0,0,100,6302
DI CANDILO STEEL CITY (3-DICANS),DI CANDILO STEEL CITY (MC0042),DI CANDILLO STEEL CITY (INVOICE),Un,2025-12-08 00:00:00,2025-12-09 00:00:00,-12,227528  ,2,PO284520            ,4FREIGHT       ,Freight Out Charge ,1,150,150,0,0,0,1,150
DSI UNDERGROUND AUSTRALIA PTY (3-DSIUA),DSI UNDERGROUND AUSTRALIA PTY LTD (MC0043),DSI UNDERGROUND AUSTRALIA PTY LTD (INVOICE),M2,2025-06-03 00:00:00,2025-06-04 00:00:00,-200,221365  ,1,366505              ,SMF5716101005G ,MESH MINE 5.7MX1.6M 100X100 APT 5MM WIRE - GAL ,900,92682,102.98,0,895,895,5,514.9
DSI UNDERGROUND AUSTRALIA PTY (3-DSIUA),DSI UNDERGROUND AUSTRALIA PTY LTD (MC0043),DSI UNDERGROUND AUSTRALIA PTY LTD (INVOICE),M2,2025-06-03 00:00:00,2025-06-04 00:00:00,-200,221368  ,3,366506              ,SMF5716101005  ,MESH MINE 5.7MX1.6M 100X100 APT 5MM WIRE - BLK ,7290,725063.4,99.46,0,6240,6240,1050,104433
DSI UNDERGROUND AUSTRALIA PTY (3-DSIUA),DSI UNDERGROUND AUSTRALIA PTY LTD (MC0043),DSI UNDERGROUND AUSTRALIA PTY LTD (INVOICE),M2,2025-07-17 00:00:00,2025-10-16 00:00:00,-66,222836  ,2,367943              ,SMF2516101031G ,MESH RIB 2.5MX1.60M 100X100 APT 3.15MM WIRE GALV IMG3H-44-2516,3000,49950,16.65,0,0,0,3000,49950
DSI UNDERGROUND AUSTRALIA PTY (3-DSIUA),DSI UNDERGROUND AUSTRALIA PTY LTD (MC0043),DSI UNDERGROUND AUSTRALIA PTY LTD (INVOICE),M2,2025-09-30 00:00:00,2025-10-29 00:00:00,-53,225262  ,1,370221 CLARENCE     ,SMF2420101003  ,100x100x2400x2000x3.15 Ind Mes IMB3H-44-2420-DCLA,3000,52680,17.56,0,0,0,3000,52680
DSI UNDERGROUND AUSTRALIA PTY (3-DSIUA),DSI UNDERGROUND AUSTRALIA PTY LTD (MC0043),DSI UNDERGROUND AUSTRALIA PTY LTD (INVOICE),M2,2025-10-15 00:00:00,2025-11-14 00:00:00,-37,225704  ,1,370651              ,JOS4003B       ,Ausro Strap 4.0 x 0.3 OSH106H-4003,1000,65350,65.35,0,500,500,500,32675
DSI UNDERGROUND AUSTRALIA PTY (3-DSIUA),DSI UNDERGROUND AUSTRALIA PTY LTD (MC0043),DSI UNDERGROUND AUSTRALIA PTY LTD (INVOICE),M2,2025-10-19 00:00:00,2025-12-12 00:00:00,-9,225826  ,1,370763              ,JOS5803B       ,Ausro Strap 5.8 x 0.3 OSH106H-5803,1000,88960,88.96,0,0,0,1000,88960
DSI UNDERGROUND AUSTRALIA PTY (3-DSIUA),DSI UNDERGROUND AUSTRALIA PTY LTD (MC0043),DSI UNDERGROUND AUSTRALIA PTY LTD (INVOICE),M2,2025-11-09 00:00:00,2026-02-13 00:00:00,54,226543  ,1,371344              ,SMF2516101031G ,MESH RIB 2.5MX1.60M 100X100 APT 3.15MM WIRE GALV IMG3H-44-2516,3000,51450,17.15,0,0,0,3000,51450
DSI UNDERGROUND AUSTRALIA PTY (3-DSIUA),DSI UNDERGROUND AUSTRALIA PTY LTD (MC0043),DSI UNDERGROUND AUSTRALIA PTY LTD (INVOICE),M2,2025-12-09 00:00:00,2026-04-14 00:00:00,114,227616  ,2,372256              ,SMF2218101003G ,RIB MESH 2.2MX1.8M 100X100MM APT & 3.15MM GAL WIRE ,3000,46080,15.36,0,0,0,3000,46080
DSI UNDERGROUND AUSTRALIA PTY (3-DSIUA),DSI UNDERGROUND AUSTRALIA PTY LTD (MC0043),DSI UNDERGROUND AUSTRALIA PTY LTD (INVOICE),M1,2025-12-11 00:00:00,2025-12-11 00:00:00,-10,227660  ,1,372323              ,CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,500,45515,91.03,0,0,0,500,45515
DSI UNDERGROUND AUSTRALIA PTY (3-DSIUA),DSI UNDERGROUND AUSTRALIA PTY LTD (MC0043),DSI UNDERGROUND AUSTRALIA PTY LTD (INVOICE),M1,2025-12-11 00:00:00,2025-12-11 00:00:00,-10,227660  ,2,372323              ,CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,500,45515,91.03,0,0,0,500,45515
DSI UNDERGROUND AUSTRALIA PTY (3-DSIUA),DSI UNDERGROUND AUSTRALIA PTY LTD (MC0043),DSI UNDERGROUND AUSTRALIA PTY LTD (INVOICE),M1,2025-12-11 00:00:00,2025-12-11 00:00:00,-10,227660  ,3,372323              ,CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,500,45515,91.03,0,0,0,500,45515
DSI UNDERGROUND AUSTRALIA PTY (3-DSIUA),DSI UNDERGROUND AUSTRALIA PTY LTD (MC0043),DSI UNDERGROUND AUSTRALIA PTY LTD (INVOICE),M1,2025-12-11 00:00:00,2025-12-11 00:00:00,-10,227660  ,4,372323              ,CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,500,45515,91.03,0,0,0,500,45515
DSI UNDERGROUND AUSTRALIA PTY (3-DSIUA),DSI UNDERGROUND AUSTRALIA PTY LTD (MC0043),DSI UNDERGROUND AUSTRALIA PTY LTD (INVOICE),M1,2025-12-11 00:00:00,2025-12-11 00:00:00,-10,227660  ,5,372323              ,CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,500,45515,91.03,0,0,0,500,45515
DSI UNDERGROUND AUSTRALIA PTY (3-DSIUA),DSI UNDERGROUND AUSTRALIA PTY LTD (MC0043),DSI UNDERGROUND AUSTRALIA PTY LTD (INVOICE),M1,2025-12-11 00:00:00,2025-12-11 00:00:00,-10,227660  ,6,372323              ,CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,500,45515,91.03,0,0,0,500,45515
DSI UNDERGROUND AUSTRALIA PTY (3-DSIUA),DSI UNDERGROUND AUSTRALIA PTY LTD (MC0043),DSI UNDERGROUND AUSTRALIA PTY LTD (INVOICE),M1,2025-12-11 00:00:00,2025-12-11 00:00:00,-10,227660  ,7,372323              ,CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,500,45515,91.03,0,0,0,500,45515
DSI UNDERGROUND AUSTRALIA PTY (3-DSIUA),DSI UNDERGROUND AUSTRALIA PTY LTD (MC0043),DSI UNDERGROUND AUSTRALIA PTY LTD (INVOICE),M1,2025-12-11 00:00:00,2025-12-11 00:00:00,-10,227660  ,8,372323              ,CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,500,45515,91.03,0,0,0,500,45515
DSI UNDERGROUND AUSTRALIA PTY (3-DSIUA),DSI UNDERGROUND AUSTRALIA PTY LTD (MC0043),DSI UNDERGROUND AUSTRALIA PTY LTD (INVOICE),M1,2025-12-11 00:00:00,2025-12-11 00:00:00,-10,227660  ,9,372323              ,CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,500,45515,91.03,0,0,0,500,45515
DSI UNDERGROUND AUSTRALIA PTY (3-DSIUA),DSI UNDERGROUND AUSTRALIA PTY LTD (MC0043),DSI UNDERGROUND AUSTRALIA PTY LTD (INVOICE),M1,2025-12-11 00:00:00,2025-12-11 00:00:00,-10,227660  ,10,372323              ,CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,500,45515,91.03,0,0,0,500,45515
DSI UNDERGROUND AUSTRALIA PTY (3-DSIUA),DSI UNDERGROUND AUSTRALIA PTY LTD (MC0043),DSI UNDERGROUND AUSTRALIA PTY LTD (INVOICE),M2,2025-12-11 00:00:00,2025-12-19 00:00:00,-2,227691  ,1,372360              ,SMF2420101003  ,100x100x2400x2000x3.15 Ind Mes IMB3H-44-2420-DCLA,3000,52680,17.56,0,0,0,3000,52680
DSI UNDERGROUND AUSTRALIA PTY (3-DSIUA),DSI UNDERGROUND AUSTRALIA PTY LTD (MC0043),DSI UNDERGROUND AUSTRALIA PTY LTD (INVOICE),M1,2025-12-17 00:00:00,2026-01-05 00:00:00,15,227825  ,1,372489              ,SMF45171010056G,MESH MINE 4.5MX1.7M 100X100 APT 5.6MM WIRE - GAL IMG5H-44-4517_JEN,5000,382500,76.5,0,0,0,5000,382500
DSI UNDERGROUND AUSTRALIA PTY (3-DSIUA),DSI UNDERGROUND AUSTRALIA PTY LTD (MC0043),DSI UNDERGROUND AUSTRALIA PTY LTD (INVOICE),M2,2025-12-18 00:00:00,2026-03-26 00:00:00,95,227878  ,1,372600              ,SMF5716101005  ,MESH MINE 5.7MX1.6M 100X100 APT 5MM WIRE - BLK ,540,56106,103.9,0,0,0,540,56106
DSI UNDERGROUND AUSTRALIA PTY (3-DSIUA),DSI UNDERGROUND AUSTRALIA PTY LTD (MC0043),DSI UNDERGROUND AUSTRALIA PTY LTD (INVOICE),M2,2025-12-18 00:00:00,2026-03-26 00:00:00,95,227878  ,2,372600              ,SMF5716101005  ,MESH MINE 5.7MX1.6M 100X100 APT 5MM WIRE - BLK ,540,56106,103.9,0,0,0,540,56106
DSI UNDERGROUND AUSTRALIA PTY (3-DSIUA),DSI UNDERGROUND AUSTRALIA PTY LTD (MC0043),DSI UNDERGROUND AUSTRALIA PTY LTD (INVOICE),M2,2025-12-18 00:00:00,2026-03-26 00:00:00,95,227878  ,3,372600              ,SMF5716101005  ,MESH MINE 5.7MX1.6M 100X100 APT 5MM WIRE - BLK ,540,56106,103.9,0,0,0,540,56106
HARTWAY GALVANIZERS - NAVAL BA (3-HARTWA),HARTWAY GALVANIZERS - NAVAL BASE (MC0054),HARTWAY GALVANIZERS - NAVAL BASE (INVOICE),M1,2025-12-08 00:00:00,2025-12-09 00:00:00,-12,227526  ,2,1681                ,TIE3.15X2.3MM  ,Tie Wire 3.15mmx2.3m Lenght Tie-3.15mm-2.3m,7.4,12432,1680,0,0,0,7.4,12432
INFRABUILD STEEL (3-INFRAB),INFRABUILD STEEL CENTRE PERTH (MC0063),INFRABUILD STEEL CENTRE PERTH (INVOICE),M1,2025-11-13 00:00:00,2025-12-05 00:00:00,-16,226692  ,12,7507867269          ,SMF30240505004G,50x50x3000x2400x4mm Weld Mesh IMG4-22-3024,150,8730,58.2,0,0,0,150,8730
INFRABUILD STEEL (3-INFRAB),INFRABUILD STEEL CENTRE PERTH (MC0063),INFRABUILD STEEL CENTRE PERTH (INVOICE),M1,2025-12-09 00:00:00,2026-12-31 00:00:00,375,227606  ,1,7507883143          ,SMF3H30242525G ,25x25x3000x2400x3.15 Ind Mesh IMG3H-11-3024,350,30453.5,87.01,0,0,0,350,30453.5
INFRABUILD STEEL (3-INFRAB),INFRABUILD STEEL CENTRE PERTH (MC0063),INFRABUILD STEEL CENTRE PERTH (INVOICE),M1,2025-12-09 00:00:00,2026-12-31 00:00:00,375,227606  ,2,7507883143          ,SMF24120505004G,50x50x2400x1200x4mm Ind Mesh IMG4-22-2412,150,3882,25.88,0,0,0,150,3882
INFRABUILD STEEL (3-INFRAB),INFRABUILD STEEL CENTRE PERTH (MC0063),INFRABUILD STEEL CENTRE PERTH (INVOICE),M1,2025-12-09 00:00:00,2026-12-31 00:00:00,375,227606  ,3,7507883143          ,SMF30240505004G,50x50x3000x2400x4mm Weld Mesh IMG4-22-3024,700,40740,58.2,0,0,0,700,40740
INFRABUILD STEEL (3-INFRAB),INFRABUILD STEEL CENTRE PERTH (MC0063),INFRABUILD STEEL CENTRE PERTH (INVOICE),Un,2025-12-09 00:00:00,2026-12-31 00:00:00,375,227606  ,5,7507883143          ,4FREIGHT       ,Freight Out Charge ,1,850,850,0,0,0,1,850
INFRABUILD STEEL (3-INFRAB),INFRABUILD STEEL CENTRE PERTH (MC0063),INFRABUILD STEEL CENTRE PERTH (INVOICE),M1,2025-12-09 00:00:00,2026-12-31 00:00:00,375,227606  ,6,7507883143          ,SCBW6.3X6M     ,S&C Brt Wire 6.3x6000mm 500kgs SCBW6.3-6000-500kgs,6,5550,925,0,0,0,6,5550
INFRABUILD STEEL (3-INFRAB),INFRABUILD YATALA (MC0065),INFRABUILD YATALA (INVOICE),M2,2025-12-02 00:00:00,2026-01-16 00:00:00,26,227378  ,1,7507878022          ,SMF2H241202525G,25x25x2400x1200x2.5mm Ind Mesh IMG2H-11-2412,200,4198,20.99,0,0,0,200,4198
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-06-30 00:00:00,2025-07-07 00:00:00,-167,222198  ,1,251832 TOMLINGLEY   ,CCP4824101005  ,Mine Mesh 4.8 M x 2.4M 100 x 100 Apt 5mm Wire -Blk IMB5-44-4824,500,32710,65.42,0,0,0,500,32710
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-07-01 00:00:00,2025-07-08 00:00:00,-166,222280  ,2,251871 ASHTON       ,GXB501710154G  ,GX MESH ROOF 5.00M X 1.70M 100X150 APT 4.00MM WIRE - GAL ,480,30811.2,64.19,0,0,0,480,30811.2
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-07-02 00:00:00,2025-07-15 00:00:00,-159,222330  ,7,251892 NORTHPARKES  ,CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,550,48741,88.62,0,0,0,550,48741
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-07-02 00:00:00,2025-07-15 00:00:00,-159,222330  ,8,251892 NORTHPARKES  ,CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,550,48741,88.62,0,0,0,550,48741
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-07-02 00:00:00,2025-07-17 00:00:00,-157,222334  ,6,251912 MANDALONG    ,GXB5614101004G ,GX MESH ROOF 5.60M X 1.40M 100X100 APT 4.0MM WIRE - GAL ,147,10844.19,73.77,0,0,0,147,10844.19
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-09-07 00:00:00,2025-09-07 00:00:00,-105,224525  ,1,253023 TRIAL GM3 DEN,GXB48121010VGDE,GX MESH - ROOF 4.8M X 1.2M GAL DENDROBIUM MAT # 10992135,25,1269.25,50.77,0,0,0,25,1269.25
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-09-29 00:00:00,2025-10-05 00:00:00,-77,225199  ,1,253407 ENSHAM       ,SMF1716101003G ,"RIB MESH 1.7M X 1.6M, 100X100 APT & 3.15MM GAL WIRE ",1600,11008,6.88,0,0,0,1600,11008
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-09-30 00:00:00,2025-10-07 00:00:00,-75,225223  ,1,253443 ULAN WEST    ,SMF1711151504UW,MESH - RIB 1.7M X 1.1M 150X150MM APT GLENCORE COAL MAT # 400208837 - ULAN WEST,2000,13660,6.83,0,0,0,2000,13660
