Customer Group,Customer,Address,Warehouse,Order Date,Due Date,Days Til Due,Order Number,Ln,Cust Ref,Product,Description,Ordered Qty,Ordered $AUD,Sales Price,Qty In Despatch,Qty Despatched,Invoiced Qty,Outstanding Qty,Outstanding $AUD
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-11-01 00:00:00,2025-11-01 00:00:00,-50,106068  ,1,253875              ,SMF2516757503G ,MESH 2.5MX1.6M 75X75 APT 3.15MM WIRE - GAL IMG3H-33-2516,3400,107474,31.61,0,100,100,3300,104313
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-11-05 00:00:00,2026-01-05 00:00:00,15,106086  ,1,254059 - CANNINGTON ,CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN IMG5H-44-4524,3300,656205,198.85,0,0,0,3300,656205
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-11-05 00:00:00,2026-01-12 00:00:00,22,106087  ,1,254060 - TOMMINGLEY ,CCP48241010056G,Mine Mesh 4800X2400mm 100x100mm Apt 5.6mm wire Galv IMG5H-44 IMG5H-44-4824,2000,423160,211.58,0,0,0,2000,423160
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-11-05 00:00:00,2026-01-05 00:00:00,15,106089  ,1,254064 - MOLARBEN   ,SMB5113515105S ,MESH ROOF 5.10MX1.35M 150X100 APT 5.0MM WIRE SLG IMB5-64-511 IMB5-64-5113-JMOL,1980,218394,110.3,0,0,0,1980,218394
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-11-05 00:00:00,2025-12-15 00:00:00,-6,106090  ,1,254065 - MOLARBEN   ,SMF2214101004  ,MESH RIB 2.20MX1.40M 100X100 APT 4.0MM WIRE IMB4-44-2214-JMOL,3000,97410,32.47,0,0,0,3000,97410
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-11-05 00:00:00,2025-12-29 00:00:00,8,106091  ,1,254066 - MANDALONG  ,GXB5614101004G ,GX MESH ROOF 5.60MX1.40M 100X100 APT 4.0MM & 5.0MM WIRE-GAL ,1620,181067.4,111.77,0,0,0,1620,181067.4
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-11-05 00:00:00,2026-01-05 00:00:00,15,106092  ,1,254067 - NARRABRI   ,CC2015101004G  ,Mesh Rib 2M x 1.5M 100 x 100 Apt 4.0mm wire Gal IMG4-44-2015 IMG4-44-2015-JNA,6000,200040,33.34,0,0,0,6000,200040
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-11-05 00:00:00,2025-12-22 00:00:00,1,106093  ,1,254068 - NARRABRI   ,CC5014101005   ,MESH ROOF 5.00MX1.35M 100X100 APT 5.0MM WIRE IMB5-44-5014-JN IMB5-44-5014-JNA,1188,159690.96,134.42,0,0,0,1188,159690.96
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-11-05 00:00:00,2026-01-05 00:00:00,15,106094  ,1,254070 - ULAN COAL  ,GXB48111010VGU3,GX MESH ROOF 4.8M x 1.1M 48 x 100 APT 4.0MM & 4.75MM Wire ,1200,107820,89.85,0,0,0,1200,107820
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-11-05 00:00:00,2026-01-05 00:00:00,15,106095  ,1,254071 - ULAN WEST  ,SMF1711151504UW,MESH - RIB 1.7M X 1.1M 150X150MM APT ,2000,31300,15.65,0,0,0,2000,31300
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-11-05 00:00:00,2026-01-05 00:00:00,15,106096  ,1,254072 - ULAN WEST  ,GXB50121010VGUW,GX MESH ROOF 5.00M x 1.2M 50 x 100 APT 4.0MM & 4.75MM Wire ,1620,153527.4,94.77,0,0,0,1620,153527.4
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-11-05 00:00:00,2026-01-05 00:00:00,15,106098  ,1,254074 - ENSHAM     ,SMB5112151504  ,150x150x5100x1150x4x5 - DEN2 IMB45-66-5111-DEN2 IMB55H-46-5111-DEN,3240,197380.8,60.92,0,0,0,3240,197380.8
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-11-05 00:00:00,2025-12-29 00:00:00,8,106099  ,1,254075 - OAKEY      ,SMF302410104GOC,MESH MINE 3.0MX2.4M 100X100 APT 4.0MM WIRE - GAL ,1800,137628,76.46,0,0,0,1800,137628
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-11-06 00:00:00,2026-01-05 00:00:00,15,106100  ,1,254069 - ULAN COAL  ,SMF2118151504U3,MESH Rib 2.1 M X 1.8M 150X150 APT 4.0MM ,2000,53600,26.8,0,0,0,2000,53600
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-11-10 00:00:00,2025-12-22 00:00:00,1,106102  ,1,254168 - DSI        ,SMF2516101031G ,MESH RIB 2.5MX1.60M 100X100 APT 3.15MM WIRE GALV IMG3H-44-2516,3000,86310,28.77,0,0,0,3000,86310
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-11-10 00:00:00,2025-12-15 00:00:00,-6,106103  ,1,254167 - DSI        ,SMF5716101005  ,MESH MINE 5.7MX1.6M 100X100 APT 5MM WIRE - BLK IMB5-44-5716,1080,190868.4,176.73,0,0,0,1080,190868.4
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-11-11 00:00:00,2025-12-22 00:00:00,1,106107  ,1,254216 - IG CAROLE P,6MBW6          ,6mm Wire 6m long (750 pcs) 6MBW6 6MBW6,3000,7371,2.457,0,0,0,3000,7371
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-11-11 00:00:00,2025-12-22 00:00:00,1,106107  ,2,254216 - IG CAROLE P,TIE3.15X2.4MM  ,Tie Wire 3.15mmx2.4m Length Tie-3.15mm-2.4m Tie-3.15mm-2.4m,13,48443.85,3726.45,0,0,0,13,48443.85
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-11-11 00:00:00,2025-12-22 00:00:00,1,106107  ,3,254216 - IG CAROLE P,TIE3.15X1.2MM  ,Tie Wire 3.15mmx1.2m Length Tie-3.15mm-1.2m Tie-3.15mm-1.2m,4,14905.8,3726.45,0,0,0,4,14905.8
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-12-07 00:00:00,2026-01-05 00:00:00,15,106116  ,1,254632 - OAKEY      ,GXB50121010VGOC,GX MESH ROOF 5.00M x 1.2M 50 x 100 APT 4.0MM & 4.75MM Wire ,960,82224,85.65,0,0,0,960,82224
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-12-07 00:00:00,2026-01-05 00:00:00,15,106117  ,1,254630 - ENSHAM     ,SMB5118151505  ,150x150x5100x1700x4x5 IMB45-66-5117-DEN IMB45-66-5117-JEN,1620,182752.2,112.81,0,0,0,1620,182752.2
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-12-07 00:00:00,2026-01-05 00:00:00,15,106119  ,1,254626 - NARRABRI   ,CC5014101005   ,MESH ROOF 5.00MX1.35M 100X100 APT 5.0MM WIRE IMB5-44-5014-JN IMB5-44-5014-JNA,1188,159690.96,134.42,0,0,0,1188,159690.96
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-12-07 00:00:00,2026-01-05 00:00:00,15,106120  ,1,254625 - MANDALONG  ,GXB5614101004G ,GX MESH ROOF 5.60MX1.40M 100X100 APT 4.0MM & 5.0MM WIRE-GAL ,1440,160948.8,111.77,0,0,0,1440,160948.8
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-12-07 00:00:00,2026-01-05 00:00:00,15,106121  ,1,254624 - MOOLARBEN  ,SMF2214101004  ,MESH RIB 2.20MX1.40M 100X100 APT 4.0MM WIRE IMB4-44-2214-JMOL,3000,97410,32.47,0,0,0,3000,97410
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-12-07 00:00:00,2026-01-05 00:00:00,15,106122  ,1,254623              ,SMB5113515105S ,MESH ROOF 5.10MX1.35M 150X100 APT 5.0MM WIRE SLG IMB5-64-511 IMB5-64-5113-JMOL,2772,305751.6,110.3,0,0,0,2772,305751.6
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-12-08 00:00:00,2026-01-05 00:00:00,15,106123  ,1,254622 - ASHTON     ,SMB5018101005  ,Mesh Roof 5.00Mx1.75M 100x100 APT 5.0MM & 5.6MM Wire ,1920,269683.2,140.46,0,0,0,1920,269683.2
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-12-11 00:00:00,2025-12-22 00:00:00,1,106126  ,1,254770 - CARBOUROUGH,SMB561604GCD   ,Mesh Roof 5.6Mx1.6M  100x100 APT 4.0MMx5.0MM Wire GAL ,4000,454381.2,113.5953,0,0,0,4000,454381.2
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-12-15 00:00:00,2026-01-12 00:00:00,22,106134  ,1,254802 - CARBOUROUGH,SMF251803GCD   ,Mesh Rib 2.5Mx1.8M 100x100 APT 3.15MM ,6000,184275,30.7125,0,0,0,6000,184275
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-12-15 00:00:00,2026-01-05 00:00:00,15,106135  ,1,254628 - ENSHAM     ,SMB5002101004  ,100x50x25x5000x250x4x5 IMB45-421-5002-DEN ,2113,115686.75,54.75,0,0,0,2113,115686.75
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-12-15 00:00:00,2025-12-29 00:00:00,8,106139  ,1,254847 - DSI        ,SMF2420101003  ,100x100x2400x2000x3.15 Ind Mes IMB3H-44-2420-DCLA IMB3H-44-2420-DCLA,3000,101490,33.83,0,0,0,3000,101490
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-12-15 00:00:00,2025-12-29 00:00:00,8,106140  ,1,254848 - DSI        ,SMF2516101031G ,MESH RIB 2.5MX1.60M 100X100 APT 3.15MM WIRE GALV IMG3H-44-2516,3000,86310,28.77,0,0,0,3000,86310
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-12-15 00:00:00,2026-01-12 00:00:00,22,106141  ,1,254849 - OAKEY CREEK,GXB50121010VGOC,GX MESH ROOF 5.00M x 1.2M 50 x 100 APT 4.0MM & 4.75MM Wire ,3600,308340,85.65,0,0,0,3600,308340
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-12-15 00:00:00,2026-01-26 00:00:00,36,106142  ,1,254850 - ENSHAM     ,SMB5112151504  ,150x150x5100x1150x4x5 - DEN2 IMB45-66-5111-DEN2 IMB55H-46-5111-DEN,3240,197380.8,60.92,0,0,0,3240,197380.8
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-12-15 00:00:00,2026-01-26 00:00:00,36,106143  ,1,254851 - NARRABRI   ,CC5014101005   ,MESH ROOF 5.00MX1.35M 100X100 APT 5.0MM WIRE IMB5-44-5014-JN IMB5-44-5014-JNA,1188,159690.96,134.42,0,0,0,1188,159690.96
,JM  Australian Steel & Wire Pty Ltd (DC001),ASW BRISBANE (M2) (M2),D1,2025-12-18 00:00:00,2026-03-02 00:00:00,71,106147  ,1,254899 - DSI        ,SMF2218101003G ,Mesh Rib 2.2 M x 1.8 M x 100 x 100 APT 3.15MM GAL ,3000,88042.5,29.3475,0,0,0,3000,88042.5
,JM  Australian Steel & Wire Pty Ltd (DC001),ATF - NSW (ATFSYD),D1,2025-11-25 00:00:00,2025-12-22 00:00:00,1,106109  ,1,254270 - ATF        ,SMF2516757503G ,MESH 2.5MX1.6M 75X75 APT 3.15MM WIRE - GAL IMG3H-33-2516,3400,107440,31.6,0,0,0,3400,107440
,JM  Australian Steel & Wire Pty Ltd (DC001),JM  Australian Steel & Wire Pty Ltd (JMASW),D1,2025-10-31 00:00:00,2025-10-31 00:00:00,-51,106037  ,1,253133              ,COILGW5.6      ,5.6mm Galve Wire in Coils P COILGW5.6M,588.708,2242006.11,3808.34999694,0,579.038,579.038,9.67,36826.74
,JM  Australian Steel & Wire Pty Ltd (DC001),JM  Australian Steel & Wire Pty Ltd (JMASW),D1,2025-10-31 00:00:00,2025-10-31 00:00:00,-51,106038  ,1,253869              ,CW500L5        ,5.0mm Bright Wire In Coils R500L5.0-Coils R500L5.0Coils,48,163537.92,3407.04,0,24.06,24.06,23.94,81564.54
,JM  Australian Steel & Wire Pty Ltd (DC001),JM  Australian Steel & Wire Pty Ltd (JMASW),D1,2025-10-31 00:00:00,2025-10-31 00:00:00,-51,106039  ,1,253610              ,CW500L5        ,5.0mm Bright Wire In Coils R500L5.0-Coils R500L5.0Coils,23.855,81274.94,3407.04003354,0,24.032,24.032,-0.177,-603.05
,JM  Australian Steel & Wire Pty Ltd (DC001),JM  Australian Steel & Wire Pty Ltd (JMASW),D1,2025-10-31 00:00:00,2025-10-31 00:00:00,-51,106040  ,1,253870              ,CW500L5.6      ,5.6mm Bright Wire In Coils R500L5.6-Coils R500L5.6Coils,48,163537.92,3407.04,0,48.259,48.259,-0.259,-882.42
,JM  Australian Steel & Wire Pty Ltd (DC001),JM  Australian Steel & Wire Pty Ltd (JMASW),D1,2025-10-31 00:00:00,2025-10-31 00:00:00,-51,106041  ,1,253618              ,CW500L5.6      ,5.6mm Bright Wire In Coils R500L5.6-Coils R500L5.6Coils,24,81768.96,3407.04,0,24.065,24.065,-0.065,-221.46
,JM  Australian Steel & Wire Pty Ltd (DC001),JM  Australian Steel & Wire Pty Ltd (JMASW),D1,2025-10-31 00:00:00,2025-10-31 00:00:00,-51,106042  ,1,253599              ,CW500L5.6      ,5.6mm Bright Wire In Coils R500L5.6-Coils R500L5.6Coils,24,81768.96,3407.04,0,24.256,24.256,-0.256,-872.2
,JM  Australian Steel & Wire Pty Ltd (DC001),JM  Australian Steel & Wire Pty Ltd (JMASW),D1,2025-10-31 00:00:00,2025-10-31 00:00:00,-51,106043  ,1,253871              ,CW500L6.3      ,6.3mm Bright Wire In Coils R500L6.3-Coils R500L6.3Coils,24,81768.96,3407.04,0,24.187,24.187,-0.187,-637.12
,JM  Australian Steel & Wire Pty Ltd (DC001),JM  Australian Steel & Wire Pty Ltd (JMASW),D1,2025-10-31 00:00:00,2025-10-31 00:00:00,-51,106044  ,1,253618              ,CW500L6.3      ,6.3mm Bright Wire In Coils R500L6.3-Coils R500L6.3Coils,24,81768.96,3407.04,0,24.136,24.136,-0.136,-463.36
,JM  Australian Steel & Wire Pty Ltd (DC001),JM  Australian Steel & Wire Pty Ltd (JMASW),D1,2025-11-10 00:00:00,2025-12-22 00:00:00,1,106106  ,1,254164 - ASW        ,CW500L5.6      ,5.6mm Bright Wire In Coils R500L5.6-Coils R500L5.6Coils,24,82368,3432,0,24.036,24.036,-0.036,-123.55
,JM  Australian Steel & Wire Pty Ltd (DC001),JM  Australian Steel & Wire Pty Ltd (JMASW),D1,2025-11-27 00:00:00,2026-01-05 00:00:00,15,106111  ,1,254449              ,CW500L5.6      ,5.6mm Bright Wire In Coils R500L5.6-Coils R500L5.6Coils,48,163537.92,3407.04,0,48.234,48.234,-0.234,-797.25
,JM  Australian Steel & Wire Pty Ltd (DC001),JM  Australian Steel & Wire Pty Ltd (JMASW),D1,2025-11-27 00:00:00,2026-01-05 00:00:00,15,106111  ,2,254449              ,D500L07.6SP    ,7.60mm Ribbed Wire in Spools D500L07.6SP,24,81768.96,3407.04,0,0,0,24,81768.96
,JM  Australian Steel & Wire Pty Ltd (DC001),JM  Australian Steel & Wire Pty Ltd (JMASW),D1,2025-12-04 00:00:00,2025-12-29 00:00:00,8,106112  ,1,254548 - HENDERSON S,COILGW5.6      ,5.6mm Galve Wire in Coils P COILGW5.6M,600,2285010,3808.35,0,156.576,23.995,443.424,1688713.79
,JM  Australian Steel & Wire Pty Ltd (DC001),JM  Australian Steel & Wire Pty Ltd (JMASW),D1,2025-12-11 00:00:00,2026-01-12 00:00:00,22,106127  ,1,254773 - HENDERSON  ,CW500L6        ,6.0mm Bright Wire in Coils R500L6.0-Coils R500L6.0Coils,48,163537.92,3407.04,0,0,0,48,163537.92
,JM  Australian Steel & Wire Pty Ltd (DC001),JM  Australian Steel & Wire Pty Ltd (JMASW),D1,2025-12-14 00:00:00,2026-01-12 00:00:00,22,106128  ,1,254774 - HENDERSON  ,CW500L6.3      ,6.3mm Bright Wire In Coils R500L6.3-Coils R500L6.3Coils,48,163537.92,3407.04,0,0,0,48,163537.92
,JM  Australian Steel & Wire Pty Ltd (DC001),JM  Australian Steel & Wire Pty Ltd (JMASW),D1,2025-12-14 00:00:00,2026-01-12 00:00:00,22,106129  ,1,254775 - HENDERSON  ,CW500L8        ,8.0mm Bright Wire In coils R500L8.0-Coils R500L8-Coils,24,81768.96,3407.04,0,0,0,24,81768.96
,JM  Australian Steel & Wire Pty Ltd (DC001),JM  Australian Steel & Wire Pty Ltd (JMASW),D1,2025-12-14 00:00:00,2026-01-12 00:00:00,22,106130  ,1,254776 - HENDERSON  ,D500L06.0SP    ,6.0mm Ribbed Wire in Spools ,24,81768.96,3407.04,0,0,0,24,81768.96
,JM  Australian Steel & Wire Pty Ltd (DC001),JM  Australian Steel & Wire Pty Ltd (JMASW),D1,2025-12-14 00:00:00,2026-01-12 00:00:00,22,106131  ,1,254777 - HENDERSON  ,D500L07.6SP    ,7.60mm Ribbed Wire in Spools D500L07.6SP,24,81768.96,3407.04,0,0,0,24,81768.96
,JM  Australian Steel & Wire Pty Ltd (DC001),JM  Australian Steel & Wire Pty Ltd (JMASW),D1,2025-12-14 00:00:00,2026-01-12 00:00:00,22,106132  ,1,254778 - HENDERSON  ,D500L08.6SP    ,8.60mm Ribbed Wire in Spools ,48,163537.92,3407.04,0,0,0,48,163537.92
,JM  Australian Steel & Wire Pty Ltd (DC001),JM  Australian Steel & Wire Pty Ltd (JMASW),D1,2025-12-14 00:00:00,2026-01-12 00:00:00,22,106133  ,1,254779 - HENDERSON  ,TIE3.15X2.3MM  ,Tie Wire 3.15mmx2.3m Length Tie-3.15mm-2.3m Tie-3.15mm-2.3m,10,37264.5,3726.45,0,0,0,10,37264.5
,JM  Australian Steel & Wire Pty Ltd (DC001),Northern Star (POGO)  LLC (POGO),D1,2025-11-01 00:00:00,2025-12-26 00:00:00,5,106056  ,1,253436              ,CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN IMG5H-44-4524,3300,656205,198.85,0,0,0,3300,656205
,JM  Australian Steel & Wire Pty Ltd (DC001),Northern Star (POGO)  LLC (POGO),D1,2025-11-01 00:00:00,2026-01-30 00:00:00,40,106059  ,1,253437              ,CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN IMG5H-44-4524,3300,656205,198.85,0,0,0,3300,656205
,JM  Australian Steel & Wire Pty Ltd (DC001),Northern Star (POGO)  LLC (POGO),D1,2025-11-01 00:00:00,2026-02-27 00:00:00,68,106060  ,1,253438              ,CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN IMG5H-44-4524,3300,656205,198.85,0,0,0,3300,656205
,JM  Australian Steel & Wire Pty Ltd (DC001),Northern Star (POGO)  LLC (POGO),D1,2025-11-01 00:00:00,2026-03-27 00:00:00,96,106061  ,1,253439              ,CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN IMG5H-44-4524,3300,656205,198.85,0,0,0,3300,656205
,JM  Australian Steel & Wire Pty Ltd (DC001),Northern Star (POGO)  LLC (POGO),D1,2025-11-01 00:00:00,2026-04-30 00:00:00,130,106062  ,1,253440              ,CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN IMG5H-44-4524,3300,656205,198.85,0,0,0,3300,656205
,JM  Australian Steel & Wire Pty Ltd (DC001),WYNYARD CONTRACTING SERVICES (M4) (M4),D1,2025-11-05 00:00:00,2025-12-08 00:00:00,-13,106097  ,1,254073 - CORNWALL   ,SMF4814101004  ,MESH 100X100X4800X1400X4MM BLACK IMB4-44-4814-CCC,1440,145238.4,100.86,0,0,0,1440,145238.4
,JM  Australian Steel & Wire Pty Ltd (DC001),WYNYARD CONTRACTING SERVICES (M4) (M4),D1,2025-12-07 00:00:00,2025-12-29 00:00:00,8,106118  ,1,254627 - CORNWALL   ,SMF4814101004  ,MESH 100X100X4800X1400X4MM BLACK IMB4-44-4814-CCC,1440,145238.4,100.86,0,0,0,1440,145238.4
,JM  Australian Steel & Wire Pty Ltd (DC001),WYNYARD CONTRACTING SERVICES (M4) (M4),D1,2025-12-15 00:00:00,2026-01-26 00:00:00,36,106144  ,1,254852 - CORWAL     ,SMF4814101004  ,MESH 100X100X4800X1400X4MM BLACK IMB4-44-4814-CCC,1440,145238.4,100.86,0,0,0,1440,145238.4
